"Title","Description","Link","Hackathon"
"Private AI Bot","FitWifFrens, is a commitment device to encourage frens to stay fit or commit to a trackable task together.","https://ethglobal.b-cdn.net/projects/2zo8n/banner/default.jpg","ETHGLOBAL SYDNEY"
"Movie Meme Launchpad","TipsyTap lets users tip Web3 hosts/venues with any memecoin on BASE. The total tips received act as a reputation score, incentivizing great service. Hosts/venues can withdraw received memecoins, combining fun meme assets with a reputation system for engaging Web3 experiences.","https://ethglobal.b-cdn.net/projects/ix6d1/banner/default.jpg","ETHGLOBAL SYDNEY"
"QuestAI","Pottery is a DeFi protocol that utilises Pendle in order to make a lossless on-chain lottery","https://ethglobal.b-cdn.net/projects/tz6d0/banner/default.jpg","ETHGLOBAL SYDNEY"
"ChirpCaster","This project aims to provably verify assets that users claim to have without revealing their Ethereum addresses, thus enhancing privacy and security in digital asset verification.","https://ethglobal.b-cdn.net/projects/4vuyp/banner/default.jpg","ETHGLOBAL SYDNEY"
"Obs3dian","Introducing ZK Oracle Network, a revolutionary blockchain-based solution that leverages Zero Knowledge Proofs (ZKP) to securely and efficiently validate external data inputs for decentralized applications in a free and permissionless manner","https://ethglobal.b-cdn.net/projects/6rnv1/banner/default.jpg","ETHGLOBAL SYDNEY"
"FleekLens","Incubated by Durian DAO, Artificial DeGenerate Intelligence is an AI assistant on Telegram that streamlines the process of generating, refining, and posting proposals for DAOs.","https://ethglobal.b-cdn.net/projects/y9xr3/banner/default.jpg","ETHGLOBAL SYDNEY"
"NASC","Using Coinbase Smart Wallet, I created an onboarding demo where users do not need to install any extension, store any seed phrases, or pay any gas fees while maintaining a top level of security of their wallet's private key using a combination of RIP-7212 and EIP-4337.","https://ethglobal.b-cdn.net/projects/zubi9/banner/default.jpg","ETHGLOBAL SYDNEY"
"Binecone","Honest airdrops as a service - stop Sybils and bad actors from ruining new protocol launches!","https://ethglobal.b-cdn.net/projects/5p8nw/banner/default.jpg","ETHGLOBAL SYDNEY"
"PlayBack Network","A Raffle contract that uses World ID On-Chain Integration. It allow every person to participate in the raffle for only once.","https://ethglobal.b-cdn.net/projects/ddt22/banner/default.jpg","ETHGLOBAL SYDNEY"
"Arbichain","We developed a protocol for verifiable machine unlearning, solving AI privacy issues by securely and efficiently detecting and removing user data. Through backdoor attacks and rigorous validation with hypothesis testing and zero-knowledge proofs, transparency is ensured.","https://ethglobal.b-cdn.net/projects/9yc3i/banner/default.jpg","ETHGLOBAL SYDNEY"
"Filplorer","DAO Creation, development and management platform. Build a DAO with our no code tool, develop it with our on-chain contribution tracking and governance,","https://ethglobal.b-cdn.net/projects/gygv3/banner/default.jpg","ETHGLOBAL SYDNEY"
"FarmersClub",""Sign up to instantly receive aid post-disaster—fully automated through Chainlink Oracles. With Worldcoin and Unlimit enhancing security and simplifying onboarding, quickly fund insurance or access humanitarian aid via wearable NFC technology."","https://ethglobal.b-cdn.net/projects/mbfmy/banner/default.jpg","ETHGLOBAL SYDNEY"
"Mosaics","Embark on a conquest for global supremacy in Decentral Dominations! Strategize, execute and reign supreme in this Ethereum-based strategy game. #DAO #Ethereum. ⚔️🌏","https://ethglobal.b-cdn.net/projects/b6bws/banner/default.jpg","ETHGLOBAL SYDNEY"
"Annotate","Intent based account abstraction. The project implements generic intent plugins for user controlled accounts","https://ethglobal.b-cdn.net/projects/hbet5/banner/default.jpg","ETHGLOBAL SYDNEY"
"Vaultium","This repo is a attempt(NOT COMPLETE) to create a merkle tree proof and verifier using Halo2. Th commitment scheme uses KZG instead of halo2's IPA","https://ethglobal.b-cdn.net/projects/ocv5k/banner/default.jpg","ETHGLOBAL SYDNEY"
"Cultiva Agro","Freema is a crypto-enabled C2C marketplace operating on Telegram, leveraging chatGPT and Account Abstraction to enhance user experience.","https://ethglobal.b-cdn.net/projects/x0nf0/banner/default.jpg","ETHGLOBAL SYDNEY"
"ShaderChain","Automated and decentralized portfolio rebalancing for retail investors based on predefined criteria. Set up a pool with assets, weight bands, and rebalancing cadence, and let Rebalancor handle the rest.","https://ethglobal.b-cdn.net/projects/f6pgy/banner/default.jpg","ETHGLOBAL SYDNEY"
"Teleporr","FiatX is an unstoppable onchain fiat on/off-ramp P2P protocol with decentralized adjudication.","https://ethglobal.b-cdn.net/projects/drggu/banner/default.jpg","ETHGLOBAL SYDNEY"
"0xbsidian","DeCentralScribe : Where every story is an asset, and every contribution is cherished 🖊️","https://ethglobal.b-cdn.net/projects/j0mx9/banner/default.jpg","ETHGLOBAL SYDNEY"
"Filtion","Gohan-Layer is a proof generate reward system. It integrate with DA and ZKP to provides all chain liquidity.","https://ethglobal.b-cdn.net/projects/ffnsd/banner/default.jpg","ETHGLOBAL SYDNEY"
"CryptoClash","Start a new habit with our challenge. Commit by staking and maintaining the habit to succeed. If you fail, half of your stake is used to support public goods, while the other half rewards consistent participants.","https://ethglobal.b-cdn.net/projects/ojo7t/banner/default.jpg","ETHGLOBAL SYDNEY"
"Sign up to get the latest news and updates on ETHGlobal","Introducing a Web3 wallet with AI capabilities designed for newcomers. Our AI agents simplify the complexities of Web3, making it accessible and user-friendly for new users.","https://ethglobal.b-cdn.net/projects/h2bre/banner/default.jpg","ETHGLOBAL SYDNEY"
"CryptoClash","Smartvest is a crypto investment research platform which leverages AI technology to help crypto investors new or seasoned better navigate the complex world of cryptocurrencies.","https://ethglobal.b-cdn.net/projects/3p080/banner/default.jpg","ETHGLOBAL SYDNEY"
"Web3Sign","Make real connections, win cool stuff! ConneKt rewards you for meeting people with unique NFT avatars & raffles. Build a better world together! (278 characters)","https://ethglobal.b-cdn.net/projects/6y5hh/banner/default.jpg","ETHGLOBAL SYDNEY"
"InvoiceHero","Proof of personhood ID check and payments off-ramp using MetaMask and Unlimit Crypto","https://ethglobal.b-cdn.net/projects/0b2mv/banner/default.jpg","ETHGLOBAL SYDNEY"
"Lottus H2E","Unlock Trust: where employment reference checks meet blockchain. Your Ultimate Solution for Reference Checks!","https://ethglobal.b-cdn.net/projects/8hyxg/banner/default.jpg","ETHGLOBAL SYDNEY"
"Crypto Soundbox","a funny, nounish weather betting product to save your mood! It allows users to bet on the weather of a specific place and date by utilizing the technology of Worldcoin, Base, Chainlink, Unlimit andNounsDao","https://ethglobal.b-cdn.net/projects/qb57w/banner/default.jpg","ETHGLOBAL SYDNEY"
"Audify","Introducing "NFT Reinforcement Learning Adventure"! Unlike Pokémon, our NFT characters are autonomous, evolving with each move. Join us in revolutionizing gaming and NFTs!","https://ethglobal.b-cdn.net/projects/7pscw/banner/default.jpg","ETHGLOBAL SYDNEY"
"TOV Protocol","HoverChain is your window into Ethereum. Simply select an address, choose a chain, and dive into the data without ever opening a new tab.","https://ethglobal.b-cdn.net/projects/eqxpi/banner/default.jpg","ETHGLOBAL SYDNEY"
"HimalayaZkBarrier","HoverChain is your window into Ethereum. Simply select an address, choose a chain, and dive into the data without ever opening a new tab.","https://ethglobal.b-cdn.net/projects/eqxpi/banner/default.jpg","ETHGLOBAL SYDNEY"
"Rose","Free the people from dictators and warlords. Give them direct transparent access to humanitarian aid.","https://ethglobal.b-cdn.net/projects/etztn/banner/default.jpg","ETHGLOBAL SYDNEY"
"Technology Trees","a MASP (multi asset shielded pool) that allows for users to deposit and transfer ERC20s privately","https://ethglobal.b-cdn.net/projects/s3uio/banner/default.jpg","ETHGLOBAL SYDNEY"
"PeosFi","Empowering Just-in-Time Payments for Gas-Dependent Smart Contract based systems","https://ethglobal.b-cdn.net/projects/59jqu/banner/default.jpg","ETHGLOBAL SYDNEY"
"Decast.Live","Perpeptual DEX with the Underlying being Sports Teams. We enable fans to hodl their favourite teams, in the good times, and the bad.","https://ethglobal.b-cdn.net/projects/pg8eb/banner/default.jpg","ETHGLOBAL SYDNEY"
"SupplyGuard","Cross Link harnesses Chainlink CCIP for seamless cross-chain USDC transfers between Fuji and Sepolia networks, enhancing blockchain interoperability.","https://ethglobal.b-cdn.net/projects/owxsp/banner/default.jpg","ETHGLOBAL SYDNEY"
"IDCV","An Eigenlayer AVS public good that allows Ethereum validators to pledge their commitment to offset a fraction of the network's carbon emissions by pledging to purchase and retire high-quality carbon credits","https://ethglobal.b-cdn.net/projects/qjvz4/banner/default.jpg","ETHGLOBAL SYDNEY"
"AbyssX","Deposit memecoins to mint up to 50% of LTV as $CMDC stablecoin (Central Meme Digital Currency). Pair $CMDC with a memecoin and provide liquidity to earn the governance token $IMF (International Meme Fund).","https://ethglobal.b-cdn.net/projects/cu60x/banner/default.jpg","ETHGLOBAL SYDNEY"
"zKeve","Basic Schnorr Signing coordination between two signers on {EVM chain} that moves assets from a 4337 account on {Base} using a Paymaster","https://ethglobal.b-cdn.net/projects/7j3ur/banner/default.jpg","ETHGLOBAL SYDNEY"
"ERC420 Multisig","This project creates a straightforward way of requesting money. Users can generate a link, which others can click to directly sign the correct transaction.","https://ethglobal.b-cdn.net/projects/vi6xx/banner/default.jpg","ETHGLOBAL SYDNEY"
"FlexFi","Farmers in the Global South are Stuck in Poverty. Token Gated Access for Private Real World Agriculture Asset","https://ethglobal.b-cdn.net/projects/iwf98/banner/default.jpg","ETHGLOBAL SYDNEY"
"On-Chain Personality","One click deployment of CI/CD workflows on to decentralised cloud infrastructure. Deploy on cheaper, permissionless and decentralised cloud instead of on AWS/GCP","https://ethglobal.b-cdn.net/projects/h5a0y/banner/default.jpg","ETHGLOBAL SYDNEY"
"DeCorp","one citizen per vote platform allowing citizens to vote on legislation in Federal Parliament for gathering consensus and affecting political change","https://ethglobal.b-cdn.net/projects/4j05w/banner/default.jpg","ETHGLOBAL SYDNEY"
"Dust Auction","AdVisto redefines advertising: earn rewards via engagement. Our white-label API suite lets businesses integrate user-centric ad models, enhancing loyalty. Discover products, earn crypto, and bridge Web2 with Web3 using our transparent, blockchain-powered solutions.","https://ethglobal.b-cdn.net/projects/6ivcp/banner/default.jpg","ETHGLOBAL SYDNEY"
"TurtleSwap","on-chain football manager game that leverages the privacy that TEN Protocol provides to hide players' strategies from opponents.","https://ethglobal.b-cdn.net/projects/gvaa8/banner/default.jpg","SCALING ETHEREUM 2024"
"The Rizz Camp","Farcaster Frame for creators with temporary 'stories' gated by paid monthly membership.","https://ethglobal.b-cdn.net/projects/5xkcw/banner/default.jpg","SCALING ETHEREUM 2024"
"Onchain Raffle","Concordia, whose name is inspired by the god of peace, agreement, well-being and harmony in Roman Mythology, is a project announcement platform that aims to bring together people working in different fields in web3 in the most harmonious and easiest way.","https://ethglobal.b-cdn.net/projects/44uec/banner/default.jpg","SCALING ETHEREUM 2024"
"OpinionSwap","With a focus on the user, SmartCompiler transforms Solidity compilation by providing a feature-rich suite that prioritizes security, performance, and accessibility. With a paymaster system, account abstraction, and one-click deployment across several chains.","https://ethglobal.b-cdn.net/projects/43q2j/banner/default.jpg","SCALING ETHEREUM 2024"
"zkenergycrowdfund","Machine Learning data should be private. It requires high computation and hence not scalable","https://ethglobal.b-cdn.net/projects/orhg3/banner/default.jpg","SCALING ETHEREUM 2024"
